Timestamp,Parking Spot,Occupied
2024-10-29 15:04:45.020102,Spot 20,Occupied
2024-10-29 15:04:45.020102,Spot 21,Occupied
2024-10-29 15:04:45.020102,Spot 22,Occupied
2024-10-29 15:04:45.036523,Spot 4,Occupied
2024-10-29 15:04:45.052202,Spot 6,Occupied
2024-10-29 15:04:45.052202,Spot 7,Occupied
2024-10-29 15:04:45.052202,Spot 8,Occupied
2024-10-29 15:04:45.052202,Spot 13,Occupied
2024-10-29 15:04:45.052202,Spot 20,Occupied
2024-10-29 15:04:45.052202,Spot 21,Occupied
2024-10-29 15:04:45.052202,Spot 22,Occupied
2024-10-29 15:04:45.052202,Spot 24,Occupied
2024-10-29 15:04:45.068552,Spot 3,Occupied
2024-10-29 15:04:45.084172,Spot 6,Occupied
2024-10-29 15:04:45.084172,Spot 7,Occupied
2024-10-29 15:04:45.084172,Spot 8,Occupied
2024-10-29 15:04:45.084172,Spot 15,Occupied
2024-10-29 15:04:45.084172,Spot 20,Occupied
2024-10-29 15:04:45.084172,Spot 21,Occupied
2024-10-29 15:04:45.084172,Spot 22,Occupied
2024-10-29 15:04:45.084172,Spot 24,Occupied
2024-10-29 15:04:45.106355,Spot 3,Occupied
2024-10-29 15:04:45.115865,Spot 6,Occupied
2024-10-29 15:04:45.115865,Spot 7,Occupied
2024-10-29 15:04:45.115865,Spot 8,Occupied
2024-10-29 15:04:45.115865,Spot 13,Occupied
2024-10-29 15:04:45.115865,Spot 20,Occupied
2024-10-29 15:04:45.115865,Spot 21,Occupied
2024-10-29 15:04:45.115865,Spot 22,Occupied
2024-10-29 15:04:45.115865,Spot 24,Occupied
2024-10-29 15:04:45.132135,Spot 3,Occupied
2024-10-29 15:04:45.132135,Spot 6,Occupied
2024-10-29 15:04:45.147763,Spot 7,Occupied
2024-10-29 15:04:45.147763,Spot 8,Occupied
2024-10-29 15:04:45.147763,Spot 13,Occupied
2024-10-29 15:04:45.147763,Spot 20,Occupied
2024-10-29 15:04:45.147763,Spot 21,Occupied
2024-10-29 15:04:45.147763,Spot 24,Occupied
2024-10-29 15:04:45.164084,Spot 6,Occupied
2024-10-29 15:04:45.179714,Spot 7,Occupied
2024-10-29 15:04:45.179714,Spot 8,Occupied
2024-10-29 15:04:45.179714,Spot 13,Occupied
2024-10-29 15:04:45.179714,Spot 15,Occupied
2024-10-29 15:04:45.179714,Spot 20,Occupied
2024-10-29 15:04:45.179714,Spot 24,Occupied
2024-10-29 15:04:45.206689,Spot 3,Occupied
2024-10-29 15:04:45.212202,Spot 6,Occupied
2024-10-29 15:04:45.212202,Spot 7,Occupied
2024-10-29 15:04:45.212202,Spot 8,Occupied
2024-10-29 15:04:45.212202,Spot 13,Occupied
2024-10-29 15:04:45.212202,Spot 15,Occupied
2024-10-29 15:04:45.212202,Spot 20,Occupied
2024-10-29 15:04:45.237757,Spot 3,Occupied
2024-10-29 15:04:45.237757,Spot 6,Occupied
2024-10-29 15:04:45.237757,Spot 7,Occupied
2024-10-29 15:04:45.237757,Spot 8,Occupied
2024-10-29 15:04:45.237757,Spot 13,Occupied
2024-10-29 15:04:45.237757,Spot 15,Occupied
2024-10-29 15:04:45.237757,Spot 20,Occupied
2024-10-29 15:04:45.275353,Spot 2,Occupied
2024-10-29 15:04:45.275353,Spot 4,Occupied
2024-10-29 15:04:45.291015,Spot 6,Occupied
2024-10-29 15:04:45.291015,Spot 7,Occupied
2024-10-29 15:04:45.291015,Spot 8,Occupied
2024-10-29 15:04:45.291015,Spot 10,Occupied
2024-10-29 15:04:45.291015,Spot 13,Occupied
2024-10-29 15:04:45.291015,Spot 15,Occupied
2024-10-29 15:04:45.291015,Spot 19,Occupied
2024-10-29 15:04:45.323731,Spot 1,Occupied
2024-10-29 15:04:45.323731,Spot 2,Occupied
2024-10-29 15:04:45.323731,Spot 4,Occupied
2024-10-29 15:04:45.323731,Spot 6,Occupied
2024-10-29 15:04:45.323731,Spot 7,Occupied
2024-10-29 15:04:45.323731,Spot 8,Occupied
2024-10-29 15:04:45.323731,Spot 10,Occupied
2024-10-29 15:04:45.323731,Spot 13,Occupied
2024-10-29 15:04:45.323731,Spot 15,Occupied
2024-10-29 15:04:45.323731,Spot 19,Occupied
2024-10-29 15:04:45.356203,Spot 1,Occupied
2024-10-29 15:04:45.356203,Spot 2,Occupied
2024-10-29 15:04:45.356203,Spot 3,Occupied
2024-10-29 15:04:45.356203,Spot 6,Occupied
2024-10-29 15:04:45.356203,Spot 7,Occupied
2024-10-29 15:04:45.356203,Spot 8,Occupied
2024-10-29 15:04:45.356203,Spot 10,Occupied
2024-10-29 15:04:45.356203,Spot 13,Occupied
2024-10-29 15:04:45.356203,Spot 15,Occupied
2024-10-29 15:04:45.356203,Spot 19,Occupied
2024-10-29 15:04:45.372472,Spot 3,Occupied
2024-10-29 15:04:45.388099,Spot 6,Occupied
2024-10-29 15:04:45.388099,Spot 7,Occupied
2024-10-29 15:04:45.388099,Spot 8,Occupied
2024-10-29 15:04:45.388099,Spot 10,Occupied
2024-10-29 15:04:45.388099,Spot 13,Occupied
2024-10-29 15:04:45.388099,Spot 15,Occupied
2024-10-29 15:04:45.388099,Spot 19,Occupied
2024-10-29 15:04:45.407028,Spot 4,Occupied
2024-10-29 15:04:45.420535,Spot 6,Occupied
2024-10-29 15:04:45.420535,Spot 7,Occupied
2024-10-29 15:04:45.420535,Spot 8,Occupied
2024-10-29 15:04:45.420535,Spot 10,Occupied
2024-10-29 15:04:45.420535,Spot 13,Occupied
2024-10-29 15:04:45.420535,Spot 15,Occupied
2024-10-29 15:04:45.420535,Spot 19,Occupied
2024-10-29 15:04:45.436626,Spot 2,Occupied
2024-10-29 15:04:45.452255,Spot 4,Occupied
2024-10-29 15:04:45.452255,Spot 6,Occupied
2024-10-29 15:04:45.452255,Spot 7,Occupied
2024-10-29 15:04:45.452255,Spot 8,Occupied
2024-10-29 15:04:45.452255,Spot 10,Occupied
2024-10-29 15:04:45.452255,Spot 13,Occupied
2024-10-29 15:04:45.452255,Spot 14,Occupied
2024-10-29 15:04:45.452255,Spot 15,Occupied
2024-10-29 15:04:45.452255,Spot 19,Occupied
2024-10-29 15:04:45.484061,Spot 2,Occupied
2024-10-29 15:04:45.484061,Spot 4,Occupied
2024-10-29 15:04:45.484061,Spot 6,Occupied
2024-10-29 15:04:45.484061,Spot 7,Occupied
2024-10-29 15:04:45.484061,Spot 8,Occupied
2024-10-29 15:04:45.484061,Spot 10,Occupied
2024-10-29 15:04:45.484061,Spot 13,Occupied
2024-10-29 15:04:45.484061,Spot 14,Occupied
2024-10-29 15:04:45.484061,Spot 15,Occupied
2024-10-29 15:04:45.484061,Spot 19,Occupied
2024-10-29 15:04:45.507384,Spot 2,Occupied
2024-10-29 15:04:45.507384,Spot 6,Occupied
2024-10-29 15:04:45.507384,Spot 7,Occupied
2024-10-29 15:04:45.516398,Spot 8,Occupied
2024-10-29 15:04:45.516398,Spot 10,Occupied
2024-10-29 15:04:45.516398,Spot 13,Occupied
2024-10-29 15:04:45.516398,Spot 14,Occupied
2024-10-29 15:04:45.516398,Spot 15,Occupied
2024-10-29 15:04:45.516398,Spot 19,Occupied
2024-10-29 15:04:45.524159,Spot 2,Occupied
2024-10-29 15:04:45.539787,Spot 6,Occupied
2024-10-29 15:04:45.539787,Spot 7,Occupied
2024-10-29 15:04:45.539787,Spot 8,Occupied
2024-10-29 15:04:45.539787,Spot 10,Occupied
2024-10-29 15:04:45.539787,Spot 13,Occupied
2024-10-29 15:04:45.539787,Spot 14,Occupied
2024-10-29 15:04:45.539787,Spot 15,Occupied
2024-10-29 15:04:45.539787,Spot 19,Occupied
2024-10-29 15:04:45.563823,Spot 2,Occupied
2024-10-29 15:04:45.563823,Spot 6,Occupied
2024-10-29 15:04:45.563823,Spot 7,Occupied
2024-10-29 15:04:45.563823,Spot 8,Occupied
2024-10-29 15:04:45.563823,Spot 10,Occupied
2024-10-29 15:04:45.563823,Spot 13,Occupied
2024-10-29 15:04:45.563823,Spot 14,Occupied
2024-10-29 15:04:45.563823,Spot 15,Occupied
2024-10-29 15:04:45.563823,Spot 19,Occupied
2024-10-29 15:04:45.580264,Spot 2,Occupied
2024-10-29 15:04:45.580264,Spot 6,Occupied
2024-10-29 15:04:45.580264,Spot 7,Occupied
2024-10-29 15:04:45.595914,Spot 8,Occupied
2024-10-29 15:04:45.595914,Spot 13,Occupied
2024-10-29 15:04:45.595914,Spot 14,Occupied
2024-10-29 15:04:45.595914,Spot 15,Occupied
2024-10-29 15:04:45.595914,Spot 19,Occupied
2024-10-29 15:04:45.612618,Spot 2,Occupied
2024-10-29 15:04:45.628249,Spot 6,Occupied
2024-10-29 15:04:45.628249,Spot 7,Occupied
2024-10-29 15:04:45.628249,Spot 8,Occupied
2024-10-29 15:04:45.628249,Spot 10,Occupied
2024-10-29 15:04:45.628249,Spot 13,Occupied
2024-10-29 15:04:45.628249,Spot 14,Occupied
2024-10-29 15:04:45.628249,Spot 15,Occupied
2024-10-29 15:04:45.628249,Spot 19,Occupied
2024-10-29 15:04:45.676624,Spot 2,Occupied
2024-10-29 15:04:45.676624,Spot 7,Occupied
2024-10-29 15:04:45.692252,Spot 8,Occupied
2024-10-29 15:04:45.692252,Spot 10,Occupied
2024-10-29 15:04:45.692252,Spot 13,Occupied
2024-10-29 15:04:45.692252,Spot 15,Occupied
2024-10-29 15:04:45.692252,Spot 19,Occupied
2024-10-29 15:04:45.708474,Spot 2,Occupied
2024-10-29 15:04:45.724104,Spot 7,Occupied
2024-10-29 15:04:45.724104,Spot 8,Occupied
2024-10-29 15:04:45.724104,Spot 10,Occupied
2024-10-29 15:04:45.724104,Spot 13,Occupied
2024-10-29 15:04:45.724104,Spot 15,Occupied
2024-10-29 15:04:45.724104,Spot 18,Occupied
2024-10-29 15:04:45.740527,Spot 7,Occupied
2024-10-29 15:04:45.756159,Spot 8,Occupied
2024-10-29 15:04:45.756159,Spot 10,Occupied
2024-10-29 15:04:45.756159,Spot 13,Occupied
2024-10-29 15:04:45.756159,Spot 15,Occupied
2024-10-29 15:04:45.756159,Spot 18,Occupied
2024-10-29 15:04:45.788035,Spot 7,Occupied
2024-10-29 15:04:45.788035,Spot 8,Occupied
2024-10-29 15:04:45.788035,Spot 10,Occupied
2024-10-29 15:04:45.788035,Spot 13,Occupied
2024-10-29 15:04:45.788035,Spot 15,Occupied
2024-10-29 15:04:45.788035,Spot 18,Occupied
2024-10-29 15:04:45.788035,Spot 19,Occupied
2024-10-29 15:04:45.820451,Spot 7,Occupied
2024-10-29 15:04:45.820451,Spot 8,Occupied
2024-10-29 15:04:45.820451,Spot 10,Occupied
2024-10-29 15:04:45.820451,Spot 15,Occupied
2024-10-29 15:04:45.820451,Spot 18,Occupied
2024-10-29 15:04:45.820451,Spot 19,Occupied
2024-10-29 15:04:45.845857,Spot 7,Occupied
2024-10-29 15:04:45.845857,Spot 8,Occupied
2024-10-29 15:04:45.845857,Spot 10,Occupied
2024-10-29 15:04:45.845857,Spot 15,Occupied
2024-10-29 15:04:45.845857,Spot 18,Occupied
2024-10-29 15:04:45.845857,Spot 19,Occupied
2024-10-29 15:04:45.871213,Spot 5,Occupied
2024-10-29 15:04:45.871213,Spot 7,Occupied
2024-10-29 15:04:45.871213,Spot 8,Occupied
2024-10-29 15:04:45.871213,Spot 10,Occupied
2024-10-29 15:04:45.871213,Spot 15,Occupied
2024-10-29 15:04:45.871213,Spot 17,Occupied
2024-10-29 15:04:45.871213,Spot 18,Occupied
2024-10-29 15:04:45.871213,Spot 19,Occupied
2024-10-29 15:04:45.900064,Spot 2,Occupied
2024-10-29 15:04:45.900064,Spot 5,Occupied
2024-10-29 15:04:45.900064,Spot 7,Occupied
2024-10-29 15:04:45.900064,Spot 8,Occupied
2024-10-29 15:04:45.900064,Spot 10,Occupied
2024-10-29 15:04:45.900064,Spot 15,Occupied
2024-10-29 15:04:45.900064,Spot 17,Occupied
2024-10-29 15:04:45.900064,Spot 18,Occupied
2024-10-29 15:04:45.900064,Spot 19,Occupied
2024-10-29 15:04:45.931975,Spot 2,Occupied
2024-10-29 15:04:45.932928,Spot 5,Occupied
2024-10-29 15:04:45.933202,Spot 7,Occupied
2024-10-29 15:04:45.933202,Spot 8,Occupied
2024-10-29 15:04:45.934214,Spot 10,Occupied
2024-10-29 15:04:45.935213,Spot 15,Occupied
2024-10-29 15:04:45.935299,Spot 17,Occupied
2024-10-29 15:04:45.935299,Spot 18,Occupied
2024-10-29 15:04:45.936311,Spot 19,Occupied
2024-10-29 15:04:45.962643,Spot 2,Occupied
2024-10-29 15:04:45.963651,Spot 5,Occupied
2024-10-29 15:04:45.964640,Spot 6,Occupied
2024-10-29 15:04:45.964640,Spot 7,Occupied
2024-10-29 15:04:45.965640,Spot 8,Occupied
2024-10-29 15:04:45.965640,Spot 10,Occupied
2024-10-29 15:04:45.966640,Spot 15,Occupied
2024-10-29 15:04:45.966640,Spot 17,Occupied
2024-10-29 15:04:45.967640,Spot 18,Occupied
2024-10-29 15:04:45.967640,Spot 19,Occupied
2024-10-29 15:04:45.994355,Spot 2,Occupied
2024-10-29 15:04:45.994355,Spot 5,Occupied
2024-10-29 15:04:45.994355,Spot 6,Occupied
2024-10-29 15:04:45.994355,Spot 7,Occupied
2024-10-29 15:04:45.994355,Spot 8,Occupied
2024-10-29 15:04:45.994355,Spot 10,Occupied
2024-10-29 15:04:45.994355,Spot 15,Occupied
2024-10-29 15:04:45.994355,Spot 17,Occupied
2024-10-29 15:04:45.994355,Spot 18,Occupied
2024-10-29 15:04:45.994355,Spot 19,Occupied
2024-10-29 15:04:46.025178,Spot 5,Occupied
2024-10-29 15:04:46.025178,Spot 6,Occupied
2024-10-29 15:04:46.025178,Spot 7,Occupied
2024-10-29 15:04:46.025178,Spot 8,Occupied
2024-10-29 15:04:46.025178,Spot 10,Occupied
2024-10-29 15:04:46.025178,Spot 15,Occupied
2024-10-29 15:04:46.025178,Spot 17,Occupied
2024-10-29 15:04:46.025178,Spot 18,Occupied
2024-10-29 15:04:46.025178,Spot 19,Occupied
2024-10-29 15:04:46.089673,Spot 5,Occupied
2024-10-29 15:04:46.089673,Spot 6,Occupied
2024-10-29 15:04:46.089673,Spot 7,Occupied
2024-10-29 15:04:46.089673,Spot 8,Occupied
2024-10-29 15:04:46.089673,Spot 10,Occupied
2024-10-29 15:04:46.089673,Spot 15,Occupied
2024-10-29 15:04:46.089673,Spot 17,Occupied
2024-10-29 15:04:46.089673,Spot 18,Occupied
2024-10-29 15:04:46.089673,Spot 19,Occupied
2024-10-29 15:04:46.123216,Spot 2,Occupied
2024-10-29 15:04:46.123216,Spot 5,Occupied
2024-10-29 15:04:46.123216,Spot 6,Occupied
2024-10-29 15:04:46.123216,Spot 7,Occupied
2024-10-29 15:04:46.123216,Spot 8,Occupied
2024-10-29 15:04:46.123216,Spot 15,Occupied
2024-10-29 15:04:46.123216,Spot 17,Occupied
2024-10-29 15:04:46.123216,Spot 18,Occupied
2024-10-29 15:04:46.123216,Spot 19,Occupied
2024-10-29 15:04:46.171452,Spot 2,Occupied
2024-10-29 15:04:46.172501,Spot 5,Occupied
2024-10-29 15:04:46.172501,Spot 6,Occupied
2024-10-29 15:04:46.173484,Spot 7,Occupied
2024-10-29 15:04:46.173484,Spot 8,Occupied
2024-10-29 15:04:46.174483,Spot 13,Occupied
2024-10-29 15:04:46.175494,Spot 15,Occupied
2024-10-29 15:04:46.175494,Spot 17,Occupied
2024-10-29 15:04:46.176482,Spot 18,Occupied
2024-10-29 15:04:46.176482,Spot 19,Occupied
2024-10-29 15:04:46.197400,Spot 2,Occupied
2024-10-29 15:04:46.197400,Spot 5,Occupied
2024-10-29 15:04:46.197400,Spot 6,Occupied
2024-10-29 15:04:46.197400,Spot 7,Occupied
2024-10-29 15:04:46.197400,Spot 8,Occupied
2024-10-29 15:04:46.197400,Spot 13,Occupied
2024-10-29 15:04:46.197400,Spot 15,Occupied
2024-10-29 15:04:46.203869,Spot 17,Occupied
2024-10-29 15:04:46.204475,Spot 18,Occupied
2024-10-29 15:04:46.204475,Spot 19,Occupied
2024-10-29 15:04:46.225154,Spot 2,Occupied
2024-10-29 15:04:46.225154,Spot 5,Occupied
2024-10-29 15:04:46.225154,Spot 6,Occupied
2024-10-29 15:04:46.225154,Spot 7,Occupied
2024-10-29 15:04:46.225154,Spot 8,Occupied
2024-10-29 15:04:46.225154,Spot 13,Occupied
2024-10-29 15:04:46.225154,Spot 15,Occupied
2024-10-29 15:04:46.225154,Spot 17,Occupied
2024-10-29 15:04:46.225154,Spot 18,Occupied
2024-10-29 15:04:46.225154,Spot 19,Occupied
2024-10-29 15:04:46.256653,Spot 2,Occupied
2024-10-29 15:04:46.256653,Spot 5,Occupied
2024-10-29 15:04:46.256653,Spot 6,Occupied
2024-10-29 15:04:46.256653,Spot 7,Occupied
2024-10-29 15:04:46.256653,Spot 8,Occupied
2024-10-29 15:04:46.256653,Spot 13,Occupied
2024-10-29 15:04:46.256653,Spot 15,Occupied
2024-10-29 15:04:46.256653,Spot 17,Occupied
2024-10-29 15:04:46.256653,Spot 18,Occupied
2024-10-29 15:04:46.256653,Spot 19,Occupied
2024-10-29 15:04:46.283682,Spot 2,Occupied
2024-10-29 15:04:46.283682,Spot 5,Occupied
2024-10-29 15:04:46.283682,Spot 6,Occupied
2024-10-29 15:04:46.287186,Spot 7,Occupied
2024-10-29 15:04:46.287777,Spot 8,Occupied
2024-10-29 15:04:46.287777,Spot 13,Occupied
2024-10-29 15:04:46.288824,Spot 15,Occupied
2024-10-29 15:04:46.289824,Spot 17,Occupied
2024-10-29 15:04:46.289824,Spot 18,Occupied
2024-10-29 15:04:46.290823,Spot 19,Occupied
2024-10-29 15:04:46.311111,Spot 2,Occupied
2024-10-29 15:04:46.311784,Spot 5,Occupied
2024-10-29 15:04:46.311784,Spot 6,Occupied
2024-10-29 15:04:46.311784,Spot 7,Occupied
2024-10-29 15:04:46.311784,Spot 8,Occupied
2024-10-29 15:04:46.311784,Spot 13,Occupied
2024-10-29 15:04:46.311784,Spot 15,Occupied
2024-10-29 15:04:46.311784,Spot 17,Occupied
2024-10-29 15:04:46.311784,Spot 18,Occupied
2024-10-29 15:04:46.311784,Spot 19,Occupied
2024-10-29 15:04:46.338238,Spot 2,Occupied
2024-10-29 15:04:46.339237,Spot 5,Occupied
2024-10-29 15:04:46.339237,Spot 6,Occupied
2024-10-29 15:04:46.340238,Spot 7,Occupied
2024-10-29 15:04:46.340238,Spot 8,Occupied
2024-10-29 15:04:46.340238,Spot 13,Occupied
2024-10-29 15:04:46.341239,Spot 15,Occupied
2024-10-29 15:04:46.341239,Spot 17,Occupied
2024-10-29 15:04:46.342238,Spot 18,Occupied
2024-10-29 15:04:46.342238,Spot 19,Occupied
2024-10-29 15:04:46.363460,Spot 2,Occupied
2024-10-29 15:04:46.364451,Spot 5,Occupied
2024-10-29 15:04:46.364451,Spot 6,Occupied
2024-10-29 15:04:46.365456,Spot 7,Occupied
2024-10-29 15:04:46.365456,Spot 8,Occupied
2024-10-29 15:04:46.366456,Spot 13,Occupied
2024-10-29 15:04:46.366456,Spot 15,Occupied
2024-10-29 15:04:46.367454,Spot 18,Occupied
2024-10-29 15:04:46.367454,Spot 19,Occupied
2024-10-29 15:04:46.394998,Spot 2,Occupied
2024-10-29 15:04:46.396015,Spot 5,Occupied
2024-10-29 15:04:46.397003,Spot 6,Occupied
2024-10-29 15:04:46.397003,Spot 7,Occupied
2024-10-29 15:04:46.398002,Spot 8,Occupied
2024-10-29 15:04:46.398002,Spot 13,Occupied
2024-10-29 15:04:46.399003,Spot 15,Occupied
2024-10-29 15:04:46.399302,Spot 18,Occupied
2024-10-29 15:04:46.399302,Spot 19,Occupied
2024-10-29 15:04:46.427423,Spot 2,Occupied
2024-10-29 15:04:46.428470,Spot 5,Occupied
2024-10-29 15:04:46.428470,Spot 6,Occupied
2024-10-29 15:04:46.429466,Spot 7,Occupied
2024-10-29 15:04:46.429466,Spot 8,Occupied
2024-10-29 15:04:46.430466,Spot 10,Occupied
2024-10-29 15:04:46.430466,Spot 15,Occupied
2024-10-29 15:04:46.431467,Spot 18,Occupied
2024-10-29 15:04:46.431467,Spot 19,Occupied
2024-10-29 15:04:46.458217,Spot 2,Occupied
2024-10-29 15:04:46.459256,Spot 5,Occupied
2024-10-29 15:04:46.459256,Spot 6,Occupied
2024-10-29 15:04:46.460244,Spot 7,Occupied
2024-10-29 15:04:46.460244,Spot 8,Occupied
2024-10-29 15:04:46.461244,Spot 10,Occupied
2024-10-29 15:04:46.461244,Spot 15,Occupied
2024-10-29 15:04:46.462244,Spot 18,Occupied
2024-10-29 15:04:46.462244,Spot 19,Occupied
2024-10-29 15:04:46.492534,Spot 2,Occupied
2024-10-29 15:04:46.492534,Spot 5,Occupied
2024-10-29 15:04:46.508044,Spot 6,Occupied
2024-10-29 15:04:46.508044,Spot 7,Occupied
2024-10-29 15:04:46.508044,Spot 8,Occupied
2024-10-29 15:04:46.508044,Spot 10,Occupied
2024-10-29 15:04:46.508044,Spot 13,Occupied
2024-10-29 15:04:46.508044,Spot 15,Occupied
2024-10-29 15:04:46.508044,Spot 18,Occupied
2024-10-29 15:04:46.508044,Spot 19,Occupied
2024-10-29 15:04:46.524448,Spot 2,Occupied
2024-10-29 15:04:46.540077,Spot 5,Occupied
2024-10-29 15:04:46.540077,Spot 6,Occupied
2024-10-29 15:04:46.540077,Spot 7,Occupied
2024-10-29 15:04:46.540077,Spot 8,Occupied
2024-10-29 15:04:46.540077,Spot 10,Occupied
2024-10-29 15:04:46.540077,Spot 13,Occupied
2024-10-29 15:04:46.540077,Spot 15,Occupied
2024-10-29 15:04:46.540077,Spot 18,Occupied
2024-10-29 15:04:46.540077,Spot 19,Occupied
2024-10-29 15:04:46.572438,Spot 2,Occupied
2024-10-29 15:04:46.573422,Spot 5,Occupied
2024-10-29 15:04:46.573422,Spot 6,Occupied
2024-10-29 15:04:46.574421,Spot 7,Occupied
2024-10-29 15:04:46.574421,Spot 8,Occupied
2024-10-29 15:04:46.575421,Spot 10,Occupied
2024-10-29 15:04:46.575421,Spot 15,Occupied
2024-10-29 15:04:46.576421,Spot 18,Occupied
2024-10-29 15:04:46.576421,Spot 19,Occupied
2024-10-29 15:04:46.602708,Spot 2,Occupied
2024-10-29 15:04:46.603704,Spot 5,Occupied
2024-10-29 15:04:46.603704,Spot 6,Occupied
2024-10-29 15:04:46.604705,Spot 7,Occupied
2024-10-29 15:04:46.605328,Spot 8,Occupied
2024-10-29 15:04:46.605328,Spot 10,Occupied
2024-10-29 15:04:46.605328,Spot 15,Occupied
2024-10-29 15:04:46.605328,Spot 18,Occupied
2024-10-29 15:04:46.608334,Spot 19,Occupied
2024-10-29 15:04:46.621808,Spot 2,Occupied
2024-10-29 15:04:46.637436,Spot 5,Occupied
2024-10-29 15:04:46.637436,Spot 6,Occupied
2024-10-29 15:04:46.637436,Spot 7,Occupied
2024-10-29 15:04:46.637436,Spot 8,Occupied
2024-10-29 15:04:46.637436,Spot 10,Occupied
2024-10-29 15:04:46.637436,Spot 15,Occupied
2024-10-29 15:04:46.637436,Spot 18,Occupied
2024-10-29 15:04:46.637436,Spot 19,Occupied
2024-10-29 15:04:46.652490,Spot 2,Occupied
2024-10-29 15:04:46.668163,Spot 5,Occupied
2024-10-29 15:04:46.668163,Spot 6,Occupied
2024-10-29 15:04:46.668163,Spot 7,Occupied
2024-10-29 15:04:46.668163,Spot 10,Occupied
2024-10-29 15:04:46.668163,Spot 15,Occupied
2024-10-29 15:04:46.668163,Spot 18,Occupied
2024-10-29 15:04:46.668163,Spot 19,Occupied
2024-10-29 15:04:46.700028,Spot 2,Occupied
2024-10-29 15:04:46.700028,Spot 5,Occupied
2024-10-29 15:04:46.700028,Spot 6,Occupied
2024-10-29 15:04:46.700028,Spot 7,Occupied
2024-10-29 15:04:46.700028,Spot 10,Occupied
2024-10-29 15:04:46.700028,Spot 15,Occupied
2024-10-29 15:04:46.700028,Spot 18,Occupied
2024-10-29 15:04:46.700028,Spot 19,Occupied
2024-10-29 15:04:46.732205,Spot 2,Occupied
2024-10-29 15:04:46.732205,Spot 5,Occupied
2024-10-29 15:04:46.732205,Spot 6,Occupied
2024-10-29 15:04:46.732205,Spot 7,Occupied
2024-10-29 15:04:46.732205,Spot 8,Occupied
2024-10-29 15:04:46.732205,Spot 10,Occupied
2024-10-29 15:04:46.732205,Spot 15,Occupied
2024-10-29 15:04:46.732205,Spot 18,Occupied
2024-10-29 15:04:46.732205,Spot 19,Occupied
2024-10-29 15:04:46.748305,Spot 2,Occupied
2024-10-29 15:04:46.763933,Spot 5,Occupied
2024-10-29 15:04:46.763933,Spot 6,Occupied
2024-10-29 15:04:46.763933,Spot 7,Occupied
2024-10-29 15:04:46.763933,Spot 10,Occupied
2024-10-29 15:04:46.763933,Spot 15,Occupied
2024-10-29 15:04:46.763933,Spot 18,Occupied
2024-10-29 15:04:46.763933,Spot 19,Occupied
2024-10-29 15:04:46.808414,Spot 2,Occupied
2024-10-29 15:04:46.811924,Spot 5,Occupied
2024-10-29 15:04:46.811924,Spot 6,Occupied
2024-10-29 15:04:46.811924,Spot 7,Occupied
2024-10-29 15:04:46.811924,Spot 10,Occupied
2024-10-29 15:04:46.811924,Spot 15,Occupied
2024-10-29 15:04:46.811924,Spot 18,Occupied
2024-10-29 15:04:46.811924,Spot 19,Occupied
2024-10-29 15:04:46.828848,Spot 2,Occupied
2024-10-29 15:04:46.828848,Spot 5,Occupied
2024-10-29 15:04:46.844475,Spot 6,Occupied
2024-10-29 15:04:46.844475,Spot 7,Occupied
2024-10-29 15:04:46.844475,Spot 10,Occupied
2024-10-29 15:04:46.844475,Spot 15,Occupied
2024-10-29 15:04:46.844475,Spot 18,Occupied
2024-10-29 15:04:46.844475,Spot 19,Occupied
2024-10-29 15:04:46.860423,Spot 2,Occupied
2024-10-29 15:04:46.860423,Spot 5,Occupied
2024-10-29 15:04:46.876048,Spot 6,Occupied
2024-10-29 15:04:46.876048,Spot 7,Occupied
2024-10-29 15:04:46.876048,Spot 10,Occupied
2024-10-29 15:04:46.876048,Spot 15,Occupied
2024-10-29 15:04:46.876048,Spot 18,Occupied
2024-10-29 15:04:46.876048,Spot 19,Occupied
2024-10-29 15:04:46.892390,Spot 2,Occupied
2024-10-29 15:04:46.908017,Spot 5,Occupied
2024-10-29 15:04:46.908525,Spot 6,Occupied
2024-10-29 15:04:46.908525,Spot 7,Occupied
2024-10-29 15:04:46.908525,Spot 10,Occupied
2024-10-29 15:04:46.908525,Spot 15,Occupied
2024-10-29 15:04:46.908525,Spot 18,Occupied
2024-10-29 15:04:46.908525,Spot 19,Occupied
2024-10-29 15:04:46.924417,Spot 2,Occupied
2024-10-29 15:04:46.940045,Spot 5,Occupied
2024-10-29 15:04:46.940045,Spot 6,Occupied
2024-10-29 15:04:46.940045,Spot 7,Occupied
2024-10-29 15:04:46.940045,Spot 10,Occupied
2024-10-29 15:04:46.940045,Spot 15,Occupied
2024-10-29 15:04:46.940045,Spot 18,Occupied
2024-10-29 15:04:46.940045,Spot 19,Occupied
2024-10-29 15:04:46.956447,Spot 2,Occupied
2024-10-29 15:04:46.972079,Spot 5,Occupied
2024-10-29 15:04:46.972079,Spot 6,Occupied
2024-10-29 15:04:46.972079,Spot 7,Occupied
2024-10-29 15:04:46.972079,Spot 10,Occupied
2024-10-29 15:04:46.972079,Spot 15,Occupied
2024-10-29 15:04:46.972079,Spot 18,Occupied
2024-10-29 15:04:46.972079,Spot 19,Occupied
2024-10-29 15:04:46.988538,Spot 2,Occupied
2024-10-29 15:04:47.004166,Spot 5,Occupied
2024-10-29 15:04:47.004166,Spot 6,Occupied
